Time (s),Volume (m^3),Ar,He,Ne,N2,H2(1),O2(2),H(3),[O]O(4),OO(7),OH(D)(5),H2O(10),O2(S)(11),O(T)(6)
0.2189126023991228,0.08307018421097508,0.0,0.0,0.0,0.0,0.6682450121866147,0.3290567167557283,2.0265237863427435e-10,8.019461909381701e-05,5.768939838824446e-07,5.367476208796617e-06,0.001711629770425737,3.982597946132292e-06,6.101986030105855e-08
0.21962744924135594,0.08306976192575106,0.0,0.0,0.0,0.0,0.668234864382563,0.32905162511636654,2.0272433796090014e-10,8.021697472525707e-05,5.773096632479683e-07,5.370502050676938e-06,0.0017217644680253435,3.9825801096382405e-06,6.106819360299075e-08
0.22034229608358907,0.08306933942274221,0.0,0.0,0.0,0.0,0.6682247111477766,0.3290465311030789,2.0279496895625985e-10,8.023890059228152e-05,5.777177264248656e-07,5.373472247997387e-06,0.001731904846681089,3.982561347787537e-06,6.111557914150557e-08
0.2210571429258222,0.08306891670624961,0.0,0.0,0.0,0.0,0.6682145525844524,0.3290414347607076,2.0286429577723763e-10,8.026040458133711e-05,5.781183058545703e-07,5.376387796762616e-06,0.0017420507996223564,3.9825416788893755e-06,6.116203281982232e-08
0.22177198976805534,0.08306849378012024,0.0,0.0,0.0,0.0,0.6682043887928587,0.3290363361332429,2.0293234208300247e-10,8.028149444374136e-05,5.785115309996494e-07,5.3792496712799075e-06,0.0017522022220883072,3.982521116409311e-06,6.120757132488833e-08
0.22248683661028848,0.08306807064833076,0.0,0.0,0.0,0.0,0.6681942198714099,0.3290312352638429,2.0299913117336327e-10,8.030217779496295e-05,5.788975289278333e-07,5.382058831005069e-06,0.0017623590112504136,3.982499687397089e-06,6.12522093389299e-08
0.22320168345252162,0.08306764731477485,0.0,0.0,0.0,0.0,0.6681840459167624,0.32902613219490895,2.0306468589900145e-10,8.032246212063938e-05,5.792764262232692e-07,5.384816217095523e-06,0.001772521066111806,3.982477397383879e-06,6.129596362556016e-08
0.22391653029475475,0.08306722378326445,0.0,0.0,0.0,0.0,0.668173867023859,0.32902102696806335,2.031290288048665e-10,8.03423547769412e-05,5.796483465946477e-07,5.387522760662631e-06,0.0017826882874629722,3.982454276677985e-06,6.13388483172249e-08
0.2246313771369879,0.08306680005753923,0.0,0.0,0.0,0.0,0.668163683285945,0.3290159196242131,2.0319218199168004e-10,8.036186299617487e-05,5.800134130291517e-07,5.390179373098875e-06,0.001792860577863001,3.982430319010002e-06,6.138088028716607e-08
0.22534622397922102,0.08306637614120377,0.0,0.0,0.0,0.0,0.6681534947944882,0.3290108102034445,2.0325416722997033e-10,8.038099387976722e-05,5.803717445364612e-07,5.39278695426325e-06,0.0018030378417249469,3.982405554476664e-06,6.142207318557624e-08
0.22606107082145416,0.08306595203805073,0.0,0.0,0.0,0.0,0.6681433016395301,0.32900569874523394,2.0331500592712893e-10,8.039975441723884e-05,5.807234616934489e-07,5.395346389566275e-06,0.0018132199849489761,3.982379996260575e-06,6.146244221987272e-08
0.2267759176636873,0.08306552775146456,0.0,0.0,0.0,0.0,0.668133103909391,0.32900058528829224,2.0337471914983465e-10,8.041815147466816e-05,5.810686797304511e-07,5.397858551550295e-06,0.0018234069152305464,3.982353661038283e-06,6.150200155042258e-08
0.22749076450592043,0.0830651032849484,0.0,0.0,0.0,0.0,0.6681229016907365,0.32899546987061057,2.0343332752959063e-10,8.043619179634599e-05,5.814075144387276e-07,5.400324291544004e-06,0.0018335985419901245,3.982326554142643e-06,6.154076627565718e-08
0.22820561134815356,0.08306467864192858,0.0,0.0,0.0,0.0,0.6681126950686651,0.32899035252947384,2.0349085141646933e-10,8.045388200726597e-05,5.817400777806299e-07,5.4027444539603585e-06,0.001843794776282712,3.982298697559199e-06,6.157874955776732e-08
0.2289204581903867,0.08306425382576117,0.0,0.0,0.0,0.0,0.668102484126747,0.3289852333015122,2.0354731075329663e-10,8.047122861811921e-05,5.820664825421615e-07,5.405119863221911e-06,0.0018539955307577006,3.982270093037349e-06,6.161596636811559e-08
0.22963530503261984,0.08306382883973522,0.0,0.0,0.0,0.0,0.6680922689470407,0.3289801122226621,2.0360272521390192e-10,8.048823802503872e-05,5.823868369602694e-07,5.407451337672543e-06,0.0018642007196413583,3.982240771393846e-06,6.165242889727568e-08
0.23035015187485297,0.08306340368708232,0.0,0.0,0.0,0.0,0.6680820496101106,0.3289749893282394,2.0365711405588003e-10,8.050491651399209e-05,5.827012504223518e-07,5.409739673335748e-06,0.0018744102587184613,3.98221072361706e-06,6.168815231236092e-08
0.2310649987170861,0.08306297837097328,0.0,0.0,0.0,0.0,0.6680718261950503,0.3289698646528609,2.0371049628729726e-10,8.052127025829424e-05,5.830098274169604e-07,5.411985662405865e-06,0.0018846240653084046,3.982179993695597e-06,6.172314767937816e-08
0.23177984555931924,0.08306255289446551,0.0,0.0,0.0,0.0,0.668061598779421,0.32896473823051897,2.0376289048068864e-10,8.053730532037099e-05,5.833126732940234e-07,5.414190072447714e-06,0.001894842058329712,3.982148570892868e-06,6.175742971500261e-08
0.23249469240155238,0.08306212726077551,0.0,0.0,0.0,0.0,0.6680513674395586,0.32895961009464697,2.0381431500116646e-10,8.055302766196872e-05,5.836098914811413e-07,5.41635366901086e-06,0.0019050641579791325,3.9821164695477735e-06,6.179101073494128e-08
0.2332095392437855,0.08306170147276996,0.0,0.0,0.0,0.0,0.6680411322503191,0.3289544802780282,2.038647878446468e-10,8.056844313851744e-05,5.83901582823559e-07,5.418477199852341e-06,0.0019152902859982015,3.982083698952787e-06,6.182390388067706e-08
0.23392438608601865,0.08306127553341548,0.0,0.0,0.0,0.0,0.6680308932851363,0.3289493488128038,2.0391432669413404e-10,8.058355749826902e-05,5.84187846158802e-07,5.420561400702995e-06,0.0019255203656125528,3.982050284439535e-06,6.185612033766475e-08
0.23463923292825178,0.08306084944561537,0.0,0.0,0.0,0.0,0.6680206506160976,0.32894421573054644,2.0396294889936415e-10,8.059837638764797e-05,5.844687798659397e-07,5.422606991985858e-06,0.0019357543214529782,3.982016226315752e-06,6.188767341350028e-08
0.23535407977048492,0.08306042321221023,0.0,0.0,0.0,0.0,0.6680104043139778,0.3289390810622245,2.0401067154427182e-10,8.061290535102523e-05,5.847444798848605e-07,5.424614686413826e-06,0.0019459920795199465,3.981981553937531e-06,6.191857377733225e-08
0.23606892661271806,0.08305999683598565,0.0,0.0,0.0,0.0,0.6680001544482556,0.3289339448382768,2.0405751137922375e-10,8.062714983609527e-05,5.85015041610613e-07,5.42658518000509e-06,0.0019562335671677537,3.981946253529733e-06,6.19488349470648e-08
0.2367837734549512,0.08305957031962384,0.0,0.0,0.0,0.0,0.6679899010870506,0.32892880708850236,2.041034848770678e-10,8.06411151876822e-05,5.852805570295484e-07,5.4285191602972245e-06,0.001966478713168392,3.981910354454826e-06,6.197846717404846e-08
0.23749862029718433,0.08305914366595087,0.0,0.0,0.0,0.0,0.6679796442973952,0.328923667842243,2.0414860823384322e-10,8.065480666341923e-05,5.855411194517198e-07,5.430417302412283e-06,0.001976727447429957,3.981873866251213e-06,6.200748233589026e-08
0.23821346713941746,0.08305871687748104,0.0,0.0,0.0,0.0,0.6679693841450085,0.3289185271282579,2.0419289736935561e-10,8.066822942452748e-05,5.857968177215305e-07,5.4322802715365e-06,0.0019869797012309173,3.981836802400406e-06,6.203589128013235e-08
0.2389283139816506,0.08305828995681981,0.0,0.0,0.0,0.0,0.6679591206943509,0.3289133849747643,2.0423636786539066e-10,8.068138853746427e-05,5.860477412374956e-07,5.4341087153095776e-06,0.0019972354071650243,3.981799163334113e-06,6.206370589443116e-08
0.23964316082388373,0.08305786290651378,0.0,0.0,0.0,0.0,0.6679488540086891,0.328908241409437,2.0427903507820808e-10,8.069428897560372e-05,5.862939760789586e-07,5.435903276540481e-06,0.002007494499071067,3.981760969032139e-06,6.209093608895535e-08
0.24035800766611687,0.08305743572905647,0.0,0.0,0.0,0.0,0.6679385841501284,0.3289030964594626,2.0432091404621305e-10,8.07069356238098e-05,5.865356091791014e-07,5.437664581139067e-06,0.0020177569120011524,3.9817222158449655e-06,6.211759369693283e-08
0.24107285450835,0.08305700842689019,0.0,0.0,0.0,0.0,0.6679283111796263,0.32889795015149104,2.0436201959649766e-10,8.071933327769796e-05,5.867727234931404e-07,5.439393251244334e-06,0.00202802258220637,3.98168293451358e-06,6.214368769555736e-08
