Time (s),Volume (m^3),Ar,He,Ne,N2,H2(1),O2(2),H(3),[O]O(4),OO(7),OH(D)(5),H2O(10),O2(S)(11)
0.0003773053682680302,0.08314470987707934,0.0,0.0,0.0,0.0,0.6699998782227314,0.3299997564849622,1.6200018460140883e-12,2.434719596814994e-07,9.83882968052652e-12,3.8859525264018654e-11,1.12109589679955e-11,8.20410574043387e-12
0.0004016514873351535,0.08314470922379019,0.0,0.0,0.0,0.0,0.6699998703611734,0.3299997407678199,1.6497226595984648e-12,2.591819452427581e-07,1.0806629515061116e-11,4.4792844382063223e-11,1.3826889831184008e-11,1.0118410251900785e-11
0.0004259976064022768,0.08314470857048448,0.0,0.0,0.0,0.0,0.6699998624990087,0.3299997250500071,1.6794473531719733e-12,2.7489188015280404e-07,1.1806391502207663e-11,5.11562743229618e-11,1.6827694707947337e-11,1.231435547310013e-11
0.0004746898445365235,0.08314470726381885,0.0,0.0,0.0,0.0,0.6699998467727525,0.32999969361223663,1.7389083667946167e-12,3.0631160036474396e-07,1.3901570089992404e-11,6.517152875280229e-11,2.4091547533074486e-11,1.7629917118049632e-11
0.0005175969778440212,0.08314470611233177,0.0,0.0,0.0,0.0,0.6699998329126546,0.3299996659070287,1.7913176732816978e-12,3.339981940147607e-07,1.585329705144696e-11,7.894303064765413e-11,3.20286740330894e-11,2.3438140787713464e-11
0.0005605041111515188,0.08314470496077647,0.0,0.0,0.0,0.0,0.6699998190502761,0.3299996381992454,1.8437389814293164e-12,3.616846382428076e-07,1.7903727081798515e-11,9.404347841043478e-11,4.155842196475847e-11,3.0411777920349177e-11
0.0006034112444590165,0.08314470380914676,0.0,0.0,0.0,0.0,0.6699998051854698,0.32999961048870485,1.896172273228601e-12,3.8937093546514153e-07,2.0052831022851033e-11,1.1047042998564118e-10,5.282727778112155e-11,3.8658009393595005e-11
0.0006463183777665141,0.08314470265743647,0.0,0.0,0.0,0.0,0.6699997913180896,0.3299995827752262,1.948617532258746e-12,4.170570878421063e-07,2.230059440681978e-11,1.2822166719630395e-10,6.598147266594402e-11,4.828382617877911e-11
0.0006892255110740118,0.08314470150563953,0.0,0.0,0.0,0.0,0.6699997774479899,0.32999955505862855,2.001074743833413e-12,4.447430972999396e-07,2.4647000689131558e-11,1.4729520746262894e-10,8.116700429231065e-11,5.939604489979161e-11
0.0007321326443815094,0.08314470035374973,0.0,0.0,0.0,0.0,0.6699997635750249,0.32999952733873156,2.0535438947183354e-12,4.7242896555621033e-07,2.709203644393038e-11,1.676892679670842e-10,9.852966232494403e-11,7.210132610899359e-11
0.0007750397776890071,0.083144699201761,0.0,0.0,0.0,0.0,0.6699997496990489,0.32999949961535535,2.1060249728839868e-12,5.001146941423287e-07,2.963569583412885e-11,1.89402234197754e-10,1.182150509989675e-10,8.65061903967949e-11
0.0008608540443040024,0.08314469689746222,0.0,0.0,0.0,0.0,0.6699997219374824,0.32999944415744603,2.211022868661968e-12,5.554857375966108e-07,3.501887730626085e-11,2.3677921525147283e-10,1.6513560778722757e-10,1.2084011959893624e-10
0.0009380868842574983,0.08314469482319381,0.0,0.0,0.0,0.0,0.6699996969403179,0.3299993942316278,2.305561667387836e-12,6.053192111891964e-07,4.02010383768402e-11,2.8391598454036364e-10,2.1676535748665465e-10,1.5861940518274821e-10
0.0009999999999999998,0.08314469274851019,0.0,0.0,0.0,0.0,0.669999676892898,0.32999935419887283,2.3813757797235637e-12,6.452675196582227e-07,4.458603527388184e-11,3.2477545042346807e-10,2.6517853932996615e-10,1.940445020422935e-10
0.0010153197242109941,0.08314469274851019,0.0,0.0,0.0,0.0,0.6699996719311412,0.32999934429174826,2.4001389702007826e-12,6.551522493123117e-07,4.570274439630347e-11,3.3530734100172957e-10,2.781784718213309e-10,2.0355678571695897e-10
0.00109255256416449,0.08314469067337614,0.0,0.0,0.0,0.0,0.6699996469091076,0.32999929433676595,2.494754740093797e-12,7.04984856212704e-07,5.1523983057733044e-11,3.909484123358286e-10,3.5021945814350657e-10,2.5626986200260047e-10
0.0011697854041179858,0.0831446885977564,0.0,0.0,0.0,0.0,0.669999621873374,0.3299992443656409,2.5894089461421025e-12,7.548170352550741e-07,5.7664749794103294e-11,4.5083516435190325e-10,4.337319499419841e-10,3.1737550746636e-10
0.0012470182440714817,0.08314468652161582,0.0,0.0,0.0,0.0,0.6699995968230981,0.3299991943773343,2.684101562286866e-12,8.046487890789789e-07,6.412505111236314e-11,5.149642373395462e-10,5.29558863862053e-10,3.8748997034589363e-10
0.0013242510840249775,0.08314468444491936,0.0,0.0,0.0,0.0,0.6699995717574379,0.32999914437080874,2.7788325666404877e-12,8.544801197230847e-07,7.090489263247207e-11,5.833328456879502e-10,6.385425239901773e-10,4.672289509355623e-10
0.0014014839239784734,0.08314468236763183,0.0,0.0,0.0,0.0,0.6699995466755511,0.3299990943450276,2.8736019408311263e-12,9.043110287279848e-07,7.800427372072962e-11,6.559386857599319e-10,7.615247646523145e-10,5.572076621593864e-10
0.0014787167639319693,0.08314468028971835,0.0,0.0,0.0,0.0,0.6699995215765978,0.3299990442989553,2.9684096692721645e-12,9.54141517221493e-07,8.542319306900191e-11,7.327798394040325e-10,8.993470156524557e-10,6.580408763527404e-10
0.0015559496038854651,0.08314467821114384,0.0,0.0,0.0,0.0,0.6699994964597368,0.3299989942315569,3.0632557385579882e-12,1.003971585988224e-06,9.316165355508547e-11,8.13854694624952e-10,1.05285037180331e-09,7.703429595928006e-10
0.001633182443838961,0.0831446761318733,0.0,0.0,0.0,0.0,0.6699994713241276,0.32999894414179815,3.1581401370908665e-12,1.0538012355252745e-06,1.0121966037860307e-10,8.99161893606467e-10,1.222875648563766e-09,8.947278948938115e-10
0.0017104152837924568,0.08314467405187186,0.0,0.0,0.0,0.0,0.6699994461689305,0.3299988940286455,3.2530628548076326e-12,1.1036304660879998e-06,1.0959721766829766e-10,9.887002936949388e-10,1.4102634277729922e-09,1.0318092971887857e-09
0.0017876481237459527,0.08314467197110449,0.0,0.0,0.0,0.0,0.6699994209933051,0.32999884389106593,3.3480238828898986e-12,1.153459277728599e-06,1.1829432861524976e-10,1.0824689285347392e-09,1.6158540961716094e-09,1.1822004220749446e-09
0.0019421138036529444,0.08314466780713242,0.0,0.0,0.0,0.0,0.6699993705774111,0.3299987435384968,3.53806083964617e-12,1.2531156436072068e-06,1.366472310214475e-10,1.282693724731965e-09,2.0850048423562097e-09,1.5253630642459952e-09
0.002096579483559936,0.08314466363967783,0.0,0.0,0.0,0.0,0.6699993200697294,0.3299986430758368,3.7282509532189965e-12,1.352770330581299e-06,1.5627841197755633e-10,1.4998309357827342e-09,2.637048142183204e-09,1.9291146570688386e-09
0.0022510451634669276,0.08314465946846157,0.0,0.0,0.0,0.0,0.6699992694635455,0.3299985424948402,3.918594177737117e-12,1.4524233343355491e-06,1.7718792952215905e-10,1.7338764629325558e-09,3.278702639540828e-09,2.3983479896418296e-09
0.0024055108433739193,0.08314465529320465,0.0,0.0,0.0,0.0,0.6699992187521465,0.3299984417872691,4.1090904728366296e-12,1.5520746492155455e-06,1.9937584701192128e-10,1.984827075089522e-09,4.0166857610366544e-09,2.937949301746519e-09
0.002559976523280911,0.08314465111362809,0.0,0.0,0.0,0.0,0.6699991679288204,0.32999834094489455,4.299739801633957e-12,1.6517242684998104e-06,2.2284223446012334e-10,2.2526801339550116e-09,4.857713985360695e-09,3.5527976280700714e-09
0.0027144422031879028,0.08314464692945306,0.0,0.0,0.0,0.0,0.6699991169868565,0.32999823995949595,4.490542129156413e-12,1.7513721846009504e-06,2.4758717334358793e-10,2.5374333831202127e-09,5.808503041633882e-09,4.247764031557436e-09
0.0028689078830948945,0.08314464274040063,0.0,0.0,0.0,0.0,0.6699990659195443,0.3299981388228628,4.681497421337214e-12,1.8510183892049289e-06,2.73610755511362e-10,2.8390848108782385e-09,6.8757680457381086e-09,5.027710732626391e-09
0.003023373563001886,0.08314463854619214,0.0,0.0,0.0,0.0,0.669999014720175,0.3299980375267953,4.872605644444824e-12,1.9506628733561372e-06,3.0091308017046835e-10,3.1576325710983387e-09,8.066223582322301e-09,5.897490138475917e-09
0.003177839242908878,0.08314463434654877,0.0,0.0,0.0,0.0,0.6699989633820396,0.329997936063105,5.063866764691259e-12,2.0503056275090455e-06,3.2949425449712035e-10,3.493074930298196e-09,9.386583753237159e-09,6.861943787318156e-09
0.0033323049228158696,0.0831446301411919,0.0,0.0,0.0,0.0,0.6699989118984307,0.32999783442361663,5.255280747928073e-12,2.149946641565041e-06,3.5935439540375e-10,3.845410227224758e-09,1.0843562211021363e-08,7.925901222100665e-09
0.0034867706027228614,0.0831446259298428,0.0,0.0,0.0,0.0,0.6699988602626409,0.3299977326001681,5.446847559444602e-12,2.2495859049008417e-06,3.904936291272229e-10,4.214636845223754e-09,1.244387218381929e-08,9.094178799380044e-09
0.003641236282629853,0.08314462171222291,0.0,0.0,0.0,0.0,0.6699988084679633,0.3299976305846132,5.638567163843708e-12,2.3492234063881027e-06,4.2291209013111014e-10,4.6007531947937675e-09,1.419422649133795e-08,1.0371578433475744e-08
0.0037957019625368448,0.08314461748805363,0.0,0.0,0.0,0.0,0.6699987565076921,0.3299975283688218,5.830439524952124e-12,2.448859134405054e-06,4.5660992131159536e-10,5.003757701511038e-09,1.6101337552676016e-08,1.1762886276707872e-08
0.003950167642443836,0.08314461325705641,0.0,0.0,0.0,0.0,0.6699987043751222,0.3299974259446814,6.022464605757406e-12,2.548493076843507e-06,4.915872746039702e-10,5.423648797782504e-09,1.8171917389377597e-08,1.3272871338595832e-08
0.004104633322350827,0.08314460901895278,0.0,0.0,0.0,0.0,0.6699986520635488,0.3299973233040992,6.214642368371551e-12,2.648125221114219e-06,5.278443108052195e-10,5.860424917818306e-09,2.0412677626687737e-08,1.4906284046871457e-08
0.004259099002257819,0.08314460477346419,0.0,0.0,0.0,0.0,0.6699985995662675,0.32999722043900287,6.406972774004947e-12,2.747755554151438e-06,5.653811991605785e-10,6.3140844938913936e-09,2.283032949383965e-08,1.6667854751639988e-08
0.00441356468216481,0.0831446005203123,0.0,0.0,0.0,0.0,0.6699985468765752,0.3299971173413424,6.599455782941034e-12,2.847384062416184e-06,6.041981174200809e-10,6.784625952930587e-09,2.543158382291103e-08,1.8562292173025734e-08
0.004568030362071801,0.08314459625921863,0.0,0.0,0.0,0.0,0.6699984939877689,0.3299970140030916,6.792091354518545e-12,2.94701073189814e-06,6.442952520334041e-10,7.272047714223481e-09,2.8223151046137758e-08,2.0594281792898475e-08
0.0047224960419787925,0.08314459198990484,0.0,0.0,0.0,0.0,0.6699984408931463,0.3299969104162502,6.984879447124289e-12,3.0466355481168312e-06,6.856727980626149e-10,7.776348188399801e-09,3.121174119235814e-08,2.2768484191935136e-08
0.004876961721885784,0.0831445877120926,0.0,0.0,0.0,0.0,0.6699983875860062,0.3299968065728447,7.177820018187771e-12,3.1462584961227517e-06,7.283309590136702e-10,8.297525776629291e-09,3.4404063883252035e-08,2.508953333336414e-08
0.005031427401792775,0.08314458342550364,0.0,0.0,0.0,0.0,0.6699983340596475,0.3299967024649311,7.370913024172712e-12,3.2458795604984947e-06,7.722699468369391e-10,8.835578869483278e-09,3.780682832942309e-08,2.7562034794347868e-08
0.0053403587616067585,0.0831445748248825,0.0,0.0,0.0,0.0,0.6699982263224737,0.3299964934239592,7.757556161896113e-12,3.445115974354746e-06,8.639912933024524e-10,9.96230507353466e-09,4.527051724725371e-08,3.29796639474244e-08
0.005618396985439343,0.08314456705151586,0.0,0.0,0.0,0.0,0.6699981285420797,0.32999630430343113,8.106055856547971e-12,3.624422140589055e-06,9.509232322980463e-10,1.1034056493503123e-08,5.277484629926424e-08,3.841905357782148e-08
0.005896435209271928,0.08314455924538625,0.0,0.0,0.0,0.0,0.6699980299472347,0.3299961142038751,8.455048718584681e-12,3.8037219427785765e-06,1.04200873152463e-09,1.2160458961539124e-08,6.10653290000236e-08,4.4419279411164975e-08
0.006174473433104513,0.0831445514048719,0.0,0.0,0.0,0.0,0.6699979304988828,0.3299959230802628,8.804534458591217e-12,3.983015274174972e-06,1.1372493296543465e-09,1.3341502628694311e-08,7.018107796367402e-08,5.1005923359768475e-08
0.006452511656937098,0.08314454352835153,0.0,0.0,0.0,0.0,0.6699978301579753,0.32999573088802964,9.15451277670829e-12,4.162302023163763e-06,1.23664665179295e-09,1.4577177493411446e-08,8.01612010773693e-08,5.8204111182849375e-08
0.006730549880769683,0.08314453561420426,0.0,0.0,0.0,0.0,0.6699977288854712,0.32999553758311573,9.504983362571958e-12,4.341582073273916e-06,1.3402024088397398e-09,1.5867473393362985e-08,9.104480138893572e-08,6.603847115879013e-08
0.0070085881046022674,0.08314452766080957,0.0,0.0,0.0,0.0,0.6699976266423359,0.32999534312200846,9.855945895258721e-12,4.5208553031867635e-06,1.4479183968345244e-09,1.721237999806276e-08,1.0287097698846942e-07,7.453309139641724e-08
0.007286626328434852,0.08314451966654733,0.0,0.0,0.0,0.0,0.6699975233895429,0.329995147461787,1.0207400043232573e-11,4.700121586744588e-06,1.5597964963475623e-09,1.8611886801789366e-08,1.1567882088434875e-07,8.371147592797214e-08
0.007564664552267437,0.08314451162979788,0.0,0.0,0.0,0.0,0.6699974190880736,0.32999495056016676,1.0559345464291591e-11,4.879380792959368e-06,1.6758386718618557e-09,2.0065983116452522e-08,1.2950742087402276e-07,9.359649965106422e-08
0.007842702776100023,0.08314450354894194,0.0,0.0,0.0,0.0,0.6699973136989167,0.329994752375546,1.0911781805513104e-11,5.0586327860218165e-06,1.7960469711253064e-09,2.1574658064295002e-08,1.443958594098237e-07,1.0421036226693949e-07
0.008120740999932608,0.08314449542236065,0.0,0.0,0.0,0.0,0.6699972071830687,0.3299945528670528,1.126470870319817e-11,5.237877425310522e-06,1.920423524519303e-09,2.313790057053173e-08,1.6038321345962487e-07,1.1557454134318075e-07
0.008398779223765194,0.0831444872484356,0.0,0.0,0.0,0.0,0.6699970995015346,0.3299943519945926,1.1618125782816762e-11,5.417114565401062e-06,2.048970544442199e-09,2.4755699356101717e-08,1.7750855436219992e-07,1.2770974464061848e-07
0.00867681744759778,0.08314447902554875,0.0,0.0,0.0,0.0,0.6699969906153275,0.3299941497188964,1.1972032658953914e-11,5.596344056075041e-06,2.1816903246717564e-09,2.6428042930575688e-08,1.958109476773063e-07,1.4063586184016003e-07
0.008954855671430366,0.08314447075208262,0.0,0.0,0.0,0.0,0.6699968804854685,0.3299939460015703,1.2326428935255563e-11,5.775565742329274e-06,2.318585239721429e-09,2.8154919585062842e-08,2.15329453030628e-07,1.5437191581756825e-07
0.009232893895262951,0.08314446242642003,0.0,0.0,0.0,0.0,0.6699967690729878,0.3299937408051435,1.2681314204373807e-11,5.954779464385077e-06,2.4596577442125972e-09,2.9936317385032216e-08,2.3610312395363154e-07,1.689360136237233e-07
0.009510932119095537,0.08314445404694437,0.0,0.0,0.0,0.0,0.6699966563389236,0.3299935340931186,1.3036688047912017e-11,6.133985057697666e-06,2.604910372242653e-09,3.1772224163149623e-08,2.5817100771829303e-07,1.8434529733751075e-07
0.009999999999999998,0.08314443712008948,0.0,0.0,0.0,0.0,0.6699964547149656,0.3299931667027855,1.3662973134976395e-11,6.449186580981854e-06,2.8705602197830283e-09,3.513380501739742e-08,3.002474507833342e-07,2.1354944537323964e-07
0.010067008566760707,0.08314443712008948,0.0,0.0,0.0,0.0,0.6699964267502441,0.3299931159814428,1.3748899729091754e-11,6.4923711761403385e-06,2.907966528817593e-09,3.56075147780937e-08,3.0634557052238895e-07,2.177628718325879e-07
0.010623085014425876,0.08314441995859392,0.0,0.0,0.0,0.0,0.6699961914079183,0.32999269139588067,1.4463060408575406e-11,6.85072268633712e-06,3.227775547338969e-09,3.966068916644167e-08,3.6016538781726495e-07,2.5474061894234986e-07
0.011179161462091046,0.0831444025495414,0.0,0.0,0.0,0.0,0.6699959500005852,0.329992260084444,1.5179166335875657e-11,7.209038101321149e-06,3.5643604962207566e-09,4.3931640888458e-08,4.1994259439902306e-07,2.9537597656472894e-07
0.011679630264989698,0.08314438665906412,0.0,0.0,0.0,0.0,0.6699957272911906,0.329991865961489,1.5825321610908692e-11,7.53148982370991e-06,3.8816504120267676e-09,4.7961605543742596e-08,4.790935327843659e-07,3.3513946773500553e-07
0.012180099067888351,0.0831443705482053,0.0,0.0,0.0,0.0,0.6699954991903061,0.3299914660484213,1.6473046359723186e-11,7.853909853595739e-06,4.212567004727691e-09,5.216779612166415e-08,5.435500664469869e-07,3.7797022682457616e-07
0.012630520990497138,0.08314435585223781,0.0,0.0,0.0,0.0,0.6699952891024624,0.3299911010607783,1.705733796125562e-11,8.144059759630945e-06,4.522058675210564e-09,5.6103968835069236e-08,6.062850869106432e-07,4.191628755632384e-07
0.013080942913105926,0.08314434096330008,0.0,0.0,0.0,0.0,0.6699950742987841,0.3299907311795876,1.764289595840809e-11,8.434182053325117e-06,4.842618156681511e-09,6.018274817162051e-08,6.736673764820181e-07,4.628706785256167e-07
